OBJECTID,ASSET_TYPE,ASSET_SUB_TYPE,ASSET_ID,ASSET_NAME,LOCATION,ROAD_NAME,SCHOOL_NEAR_CROSSING_NAME,HIGH_INTENSITY_LIGHTING,FLASHING_LIGHTS,SIGNAL_ID,SURFACE_AREA,SURFACE_AREA_UNIT,SUBURB,ADDRESS,OWNERSHIP,MAINTAINED_BY,GlobalID,Shape__Area,Shape__Length
1,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0053,"ZEBRA CROSSING AINSWORTH STREET,HINDMARSH DRIVE","AINSWORTH STREET,HINDMARSH DRIVE",AINSWORTH STREET,,,,TSSI,17,Square Metre,PHILLIP,"AINSWORTH STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,dd2739cb-bd93-41d1-94eb-de9885c4f649,17.156005859375,16.6841997231878
2,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0054,"ZEBRA CROSSING AINSWORTH STREET,HINDMARSH DRIVE","AINSWORTH STREET,HINDMARSH DRIVE",AINSWORTH STREET,,,,TSSI,19,Square Metre,PHILLIP,"AINSWORTH STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,6d0ead9f-5b21-4079-abae-822a9309a4b5,18.50439453125,17.3851750496684
3,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0055,"ZEBRA CROSSING AINSWORTH STREET,HINDMARSH DRIVE","AINSWORTH STREET,HINDMARSH DRIVE",AINSWORTH STREET,,,,TSSI,22,Square Metre,PHILLIP,"AINSWORTH STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,f980b22a-4085-4de3-a78b-961e6f0b0380,22.483642578125,19.5270437498487
4,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0056,"ZEBRA CROSSING HINDMARSH DRIVE,YAMBA DRIVE","HINDMARSH DRIVE,YAMBA DRIVE",YAMBA DRIVE,,,,TSSI,18,Square Metre,PHILLIP,"HINDMARSH DRIVE,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,35fd9822-f9f0-4cfd-a81f-b02969702fce,18.18505859375,17.1327949564321
5,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0057,"ZEBRA CROSSING HINDMARSH DRIVE,YAMBA DRIVE","HINDMARSH DRIVE,YAMBA DRIVE",YAMBA DRIVE,,,,TSSI,17,Square Metre,GARRAN,"HINDMARSH DRIVE,GARRAN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,13a8971b-df6f-4075-ad9c-d2acd97ec786,17.429931640625,16.7786226962183
6,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0058,"ZEBRA CROSSING HINDMARSH DRIVE,YAMBA DRIVE","HINDMARSH DRIVE,YAMBA DRIVE",YAMBA DRIVE,,,,TSSI,20,Square Metre,O'MALLEY,"HINDMARSH DRIVE,O'MALLEY,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,58820ff5-a80b-4ed4-a0e3-10201b681c91,20.469970703125,18.3176522372721
7,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0059,"ZEBRA CROSSING HINDMARSH DRIVE,YAMBA DRIVE","HINDMARSH DRIVE,YAMBA DRIVE",YAMBA DRIVE,,,,TSSI,22,Square Metre,PHILLIP,"HINDMARSH DRIVE,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,9bea0848-f1bb-42a9-9e0f-c27beedaa8c2,21.910400390625,19.0411889667681
8,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0060,"ZEBRA CROSSING YAMBA DRIVE,BATESON ROAD","YAMBA DRIVE,BATESON ROAD",BATESON ROAD,,,,TSSI,30,Square Metre,GARRAN,"BATESON ROAD,GARRAN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,13a7e766-59d5-410c-92e1-64a05d5cf796,30.41943359375,22.7514197886429
9,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0061,"ZEBRA CROSSING YAMBA DRIVE,BATESON ROAD","YAMBA DRIVE,BATESON ROAD",BATESON ROAD,,,,TSSI,27,Square Metre,GARRAN,"PALMER STREET,GARRAN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,43b3d9ed-af1d-4248-aa03-05c00df14bb5,27.02587890625,21.1416287576546
10,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0062,"ZEBRA CROSSING CORINNA STREET,CALLAM STREET","CORINNA STREET,CALLAM STREET",CORINNA STREET,,,,TSSI,24,Square Metre,PHILLIP,"CORINNA STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,7d9b4f8e-5b5a-44e3-b85e-6a623f69dba7,24.050048828125,19.7673674097359
12,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0013,"ZEBRA CROSSING KELTIE STREET,CORINNA STREET","KELTIE STREET,CORINNA STREET",CORINNA STREET,,,,TSSI,28,Square Metre,PHILLIP,"KELTIE STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,e4efba84-1236-4bea-bd01-65104562c673,28.006103515625,24.6199724637587
13,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0014,"ZEBRA CROSSING BALL STREET,HINDMARSH DRIVE","BALL STREET,HINDMARSH DRIVE",BALL STREET,,,,TSSI,14,Square Metre,PHILLIP,"BALL STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,18f0d989-a0c6-439d-aba0-1de882e7a2e9,14.48095703125,15.3036148616597
14,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0015,"ZEBRA CROSSING BALL STREET,HINDMARSH DRIVE","BALL STREET,HINDMARSH DRIVE",BALL STREET,,,,TSSI,11,Square Metre,PHILLIP,"BALL STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,89356868-9f4f-4e9a-ba8f-a1bd1e25a05b,10.77734375,13.3411123754698
16,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0018,ZEBRA CROSSING WORGAN STREET,WORGAN STREET,WORGAN STREET,,,,TSSI,45,Square Metre,PHILLIP,"WORGAN STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,7d7cafc7-91b9-448f-aa36-c10a38bd7db5,45.325927734375,26.9506688972077
17,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0019,CARRUTHERS STREET SCHOOL CROSSING,CARRUTHERS STREET,CARRUTHERS STREET,CURTIN PRIMARY SCHOOL,,,TSSI,172,Square Metre,CURTIN,"CARRUTHERS STREET,CURTIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,83303cdc-a160-438d-86c3-51da179e063c,172.2529296875,52.6174206100112
18,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0020,THEODORE STREET SCHOOL CROSSING,THEODORE STREET,THEODORE STREET,CURTIN PRIMARY SCHOOL,,,TSSI,189,Square Metre,CURTIN,"THEODORE STREET,CURTIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,7bd95d52-3ec6-4613-9ed8-e3c9df459107,188.8857421875,56.0742226961264
19,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0021,SCHOOL CROSSING THEODORE STREET,THEODORE STREET,THEODORE STREET,HOLY TRINITY PRIMARY SCHOOL,,,TSSI,177,Square Metre,CURTIN,"THEODORE STREET,CURTIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,9102a837-cee5-4b3c-aef0-e1cbe723c64d,176.538330078125,53.2805649822529
20,PEDESTRIAN CROSSING,WOMBAT CROSSING (RAISED PLATFORM),PDCR0022,WOMBAT CROSSING (RAISED PLATFORM) STRANGWAYS STREET,STRANGWAYS STREET,STRANGWAYS STREET,,,,TSSI,57,Square Metre,CURTIN,"STRANGWAYS STREET,CURTIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,e9b8eacf-f171-4616-90e7-ad56626d94ba,57.330322265625,34.0127831175031
21,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0023,SCHOOL CROSSING LAUNCESTON STREET,LAUNCESTON STREET,LAUNCESTON STREET,LYONS PRIMARY SCHOOL,,,TSSI,149,Square Metre,LYONS,"LAUNCESTON STREET,LYONS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,d0fbda8a-92fa-4514-a778-a1e297f1da7d,148.661865234375,50.6489778213114
22,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0024,"ZEBRA CROSSING CARRUTHERS STREET,YARRA GLEN","CARRUTHERS STREET,YARRA GLEN",CARRUTHERS STREET,,,,TSSI,20,Square Metre,CURTIN,"CARRUTHERS STREET,CURTIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,9bfe6401-ec90-4b6f-b675-e41ece01f307,19.853271484375,21.1369949565563
23,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0025,"ZEBRA CROSSING BRADLEY STREET,NEPTUNE STREET","BRADLEY STREET,NEPTUNE STREET",NEPTUNE STREET,,,,TSSI,27,Square Metre,PHILLIP,"NEPTUNE STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,7d226bcb-27d5-4dbd-9acc-145ad025751c,26.498291015625,23.6719468444387
24,PEDESTRIAN CROSSING,WOMBAT CROSSING (RAISED PLATFORM),PDCR0026,WOMBAT CROSSING (RAISED PLATFORM) BRADLEY STREET,BRADLEY STREET,BRADLEY STREET,,,,TSSI,38,Square Metre,PHILLIP,"BRADLEY STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,b01aac74-abb7-4999-a345-df6d0a85d960,38.056640625,24.9926298474069
25,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0027,ZEBRA CROSSING BRADLEY STREET,BRADLEY STREET,BRADLEY STREET,,,,TSSI,25,Square Metre,PHILLIP,"BRADLEY STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,1778fbc2-0b68-4a89-b447-5b43aaa710bc,25.43212890625,21.3187785589582
26,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0002,"ZEBRA CROSSING TUGGERANONG PARKWAY,HINDMARSH DRIVE","TUGGERANONG PARKWAY,HINDMARSH DRIVE",TUGGERANONG PARKWAY,,,,TSSI,18,Square Metre,CHIFLEY,"TUGGERANONG PARKWAY,CHIFLEY,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,c7c4a739-8460-43b4-924b-779971ded966,18.3681640625,17.3057511934367
27,PEDESTRIAN CROSSING,WOMBAT CROSSING (RAISED PLATFORM),PDCR0003,LAUNCESTON STREET WOMBAT CROSSING (RAISED PLATFORM),LAUNCESTON STREET,LAUNCESTON STREET,,,,TSSI,79,Square Metre,LYONS,"LAUNCESTON STREET,LYONS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,2ea65794-7a43-4ad1-836b-abd730782e49,79.02490234375,35.9844300588314
28,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0004,"ZEBRA CROSSING LAUNCESTON STREET,MELROSE DRIVE","LAUNCESTON STREET,MELROSE DRIVE",LAUNCESTON STREET,,,,TSSI,19,Square Metre,PHILLIP,"LAUNCESTON STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,a5f1f20e-fbf9-42f7-9881-83beb2e46af4,19.317626953125,17.6602152664304
29,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0005,"ZEBRA CROSSING LAUNCESTON STREET,MELROSE DRIVE","LAUNCESTON STREET,MELROSE DRIVE",LAUNCESTON STREET,,,,TSSI,18,Square Metre,PHILLIP,"LAUNCESTON STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,b2451844-2c21-41d4-9a15-85eb0e8b09c0,17.50048828125,17.4299774088783
30,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0006,"ZEBRA CROSSING HINDMARSH DRIVE,MELROSE DRIVE","HINDMARSH DRIVE,MELROSE DRIVE",MELROSE DRIVE,,,,TSSI,21,Square Metre,CHIFLEY,"HINDMARSH DRIVE,CHIFLEY,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,8aa07a3d-5b4c-4765-86d1-a3b1f9ff04d9,20.763916015625,18.8865696325544
31,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0007,MELROSE DRIVE ZEBRA CROSSING,"HINDMARSH DRIVE,MELROSE DRIVE",MELROSE DRIVE,,,,TSSI,19,Square Metre,PHILLIP,"HINDMARSH DRIVE,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,0554249a-0b96-47cd-90a5-7989cb65aa6a,18.654541015625,17.6116456758792
32,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0010,"ZEBRA CROSSING BREWER STREET,MELROSE DRIVE","BREWER STREET,MELROSE DRIVE",BREWER STREET,,,,TSSI,18,Square Metre,PHILLIP,"BREWER STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,8b26e549-8e82-46a2-baa0-45176f3e87de,17.752685546875,17.4263225430486
33,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0011,"ZEBRA CROSSING CORINNA STREET,BREWER STREET","CORINNA STREET,BREWER STREET",CORINNA STREET,,,,TSSI,71,Square Metre,PHILLIP,"CORINNA STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,61a006ad-b842-45e7-b255-0a72fdd14fc6,70.779541015625,34.1591391635887
34,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0012,ZEBRA CROSSING CORINNA STREET,CORINNA STREET,CORINNA STREET,,,,TSSI,35,Square Metre,PHILLIP,"CORINNA STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,824d0678-4d5a-422e-86d1-9de181ba3007,35.454345703125,25.8481643562532
35,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0031,"ZEBRA CROSSING ATHLLON DRIVE,BEASLEY STREET","ATHLLON DRIVE,BEASLEY STREET",BEASLEY STREET,,,,TSSI,18,Square Metre,MAWSON,"ATHLLON DRIVE,MAWSON,ACT,2607,AUSTRALIA",ROADS ACT,RM - LINEMARKING,6424112e-76d3-4cb1-9b1f-8f34f874ab7c,17.77734375,16.9461488495173
36,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0433,"ZEBRA CROSSING KINGSFORD SMITH DRIVE,SOUTHERN CROSS DRIVE","KINGSFORD SMITH DRIVE,SOUTHERN CROSS DRIVE",SOUTHERN CROSS DRIVE,,,,TSSI,14,Square Metre,SCULLIN,"KINGSFORD SMITH DRIVE,SCULLIN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,a6fd6f3c-b174-4241-ad36-7550706320ac,13.790771484375,14.8905148203665
37,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0028,"ZEBRA CROSSING LAUNCESTON STREET,CALLAM STREET","LAUNCESTON STREET,CALLAM STREET",CALLAM STREET,,,,TSSI,17,Square Metre,PHILLIP,"LAUNCESTON STREET,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,94807f2c-4d74-4af3-9580-aa0838e1eb78,16.91162109375,16.6763008983352
38,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0029,SCHOOL CROSSING BEASLEY STREET,BEASLEY STREET,BEASLEY STREET,TORRENS PRIMARY SCHOOL,,,TSSI,203,Square Metre,TORRENS,"BEASLEY STREET,TORRENS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,ef74f45d-8f71-466d-b255-0efdf40701ad,203.22021484375,57.6419959735764
39,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0030,BEASLEY STREET ZEBRA CROSSING,"ATHLLON DRIVE,BEASLEY STREET",BEASLEY STREET,,,,TSSI,19,Square Metre,TORRENS,"ATHLLON DRIVE,TORRENS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,8f5daa34-5f84-4e51-a9a6-0af0892fffcc,18.958251953125,17.534382248431
40,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0001,"ZEBRA CROSSING TUGGERANONG PARKWAY,HINDMARSH DRIVE","TUGGERANONG PARKWAY,HINDMARSH DRIVE",HINDMARSH DRIVE,,,,TSSI,22,Square Metre,LYONS,"TUGGERANONG PARKWAY,LYONS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,369bd583-0ad4-44cb-b5a3-98a73044d0ff,22.10400390625,19.190247464556
41,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0008,"ZEBRA CROSSING HINDMARSH DRIVE,MELROSE DRIVE","HINDMARSH DRIVE,MELROSE DRIVE",MELROSE DRIVE,,,,TSSI,18,Square Metre,LYONS,"HINDMARSH DRIVE,LYONS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,e149028c-c5d2-49a4-918a-2e84929fd89f,18.09912109375,17.8072315011698
42,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0009,"ZEBRA CROSSING HINDMARSH DRIVE,MELROSE DRIVE","HINDMARSH DRIVE,MELROSE DRIVE",MELROSE DRIVE,,,,TSSI,18,Square Metre,PHILLIP,"HINDMARSH DRIVE,PHILLIP,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,e89e77af-f27e-466f-8671-b87c7feb7ecc,18.143798828125,17.5747059288003
43,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0428,KINGSFORD SMITH DRIVE ZEBRA CROSSING,"KINGSFORD SMITH DRIVE,GINNINDERRA DRIVE",KINGSFORD SMITH DRIVE,,,,TSSI,18,Square Metre,FLOREY,"KINGSFORD SMITH DRIVE,FLOREY,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,4a4c5495-01eb-4502-914c-1b111fe2d1e1,18.413330078125,20.5324283749062
44,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0429,KINGSFORD SMITH DRIVE ZEBRA CROSSING,"KINGSFORD SMITH DRIVE,GINNINDERRA DRIVE",KINGSFORD SMITH DRIVE,,,,TSSI,13,Square Metre,MELBA,"KINGSFORD SMITH DRIVE,MELBA,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,87835cc6-243c-46a2-9def-52f2e729c2d7,13.00341796875,14.4657570729719
45,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0430,SOUTHERN CROSS DRIVE ZEBRA CROSSING,"KINGSFORD SMITH DRIVE,SOUTHERN CROSS DRIVE",SOUTHERN CROSS DRIVE,,,,TSSI,14,Square Metre,FLOREY,"KINGSFORD SMITH DRIVE,FLOREY,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,b1c36fd7-b5e0-4fcf-ae89-4fffecc4a300,13.542236328125,14.8332458765813
46,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0431,SOUTHERN CROSS DRIVE ZEBRA CROSSING,"KINGSFORD SMITH DRIVE,SOUTHERN CROSS DRIVE",SOUTHERN CROSS DRIVE,,,,TSSI,13,Square Metre,HIGGINS,"KINGSFORD SMITH DRIVE,HIGGINS,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,a591c2c7-643b-4534-beab-2f08d66a265b,13.009521484375,14.438897767498
47,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0432,SOUTHERN CROSS DRIVE ZEBRA CROSSING,"KINGSFORD SMITH DRIVE,SOUTHERN CROSS DRIVE",SOUTHERN CROSS DRIVE,,,,TSSI,13,Square Metre,LATHAM,"KINGSFORD SMITH DRIVE,LATHAM,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,3c39b299-e100-424e-aae1-7d5a0cdcdb69,13.09228515625,14.5860406603415
48,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0438,ASHBURTON CIRCUIT SCHOOL CROSSING,ASHBURTON CIRCUIT,ASHBURTON CIRCUIT,KALEEN PRIMARY SCHOOL,,,TSSI,120,Square Metre,KALEEN,"ASHBURTON CIRCUIT,KALEEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,3621c5fb-0b5f-4d85-8db6-c759438804b7,119.66552734375,46.3125885935397
49,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0435,ZEBRA CROSSING BEISSEL STREET,BEISSEL STREET,BEISSEL STREET,,HIGH INTENSITY LIGHTING,,TSSI,72,Square Metre,BELCONNEN,"BEISSEL STREET,BELCONNEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,686ba121-9aa0-440a-a40c-61a24fb50296,72.462158203125,34.6587102606853
50,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0436,SCHOOL CROSSING DIAMANTINA CRESCENT,DIAMANTINA CRESCENT,DIAMANTINA CRESCENT,KALEEN HIGH SCHOOL,,,TSSI,133,Square Metre,KALEEN,"DIAMANTINA CRESCENT,KALEEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,f8ae8cc4-0095-4a99-bbfb-477c24608b5a,133.217529296875,47.6101269126227
51,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0437,ZEBRA CROSSING KALEEN SHOPPING CENTRE (GEORGINA CRES),KALEEN SHOPPING CENTRE (GEORGINA CRES),GEORGINA CRESCENT,,,,TSSI,30,Square Metre,KALEEN,"KALEEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,17b1eb14-c702-441d-8b81-25668252d521,29.888427734375,22.0174653738569
52,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0434,HEYDON CRESCENT SCHOOL CROSSING,HEYDON CRESCENT,HEYDON CRESCENT,EVATT PRIMARY SCHOOL,,,TSSI,121,Square Metre,EVATT,"HEYDON CRESCENT,EVATT,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,90bf94fd-b22c-4bcb-a90c-c596a4ee04f1,120.869140625,45.8122240695791
53,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0439,MARIBYRNONG AVENUE SCHOOL CROSSING,MARIBYRNONG AVENUE,MARIBYRNONG AVENUE,KALEEN PRIMARY SCHOOL,,,TSSI,153,Square Metre,KALEEN,"MARIBYRNONG AVENUE,KALEEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,3e3cd17d-6f8f-48d3-b59a-3988a31f9585,153.1767578125,50.8703653128246
54,PEDESTRIAN CROSSING,SCHOOL CROSSING,PDCR0440,TYRRELL CIRCUIT SCHOOL CROSSING,TYRRELL CIRCUIT,TYRRELL CIRCUIT,ST MICHAELS PRIMARY SCHOOL,,,TSSI,118,Square Metre,KALEEN,"TYRRELL CIRCUIT,KALEEN,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,3221552f-7499-476b-848f-81535e842e8d,118.225341796875,47.3132436865049
55,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0401,"ZEBRA CROSSING REDFERN STREET,BINDEL STREET,BINDUBI STREET","REDFERN STREET,BINDEL STREET,BINDUBI STREET",BINDEL STREET,,,,TSSI,18,Square Metre,ARANDA,"REDFERN STREET,ARANDA,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,4d4894d8-93c5-4e25-9d75-615e60d18f07,18.46875,17.497762801896
56,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0398,"ZEBRA CROSSING BINDUBI STREET,LYTTLETON CRESCENT,BANDJALONG CRESCENT","BINDUBI STREET,LYTTLETON CRESCENT,BANDJALONG CRESCENT",BANDJALONG CRESCENT,,,,TSSI,21,Square Metre,ARANDA,"BINDUBI STREET,ARANDA,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,9f683742-302c-4c87-b7f7-18a467d942fc,21.036865234375,18.6266836968515
57,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0399,"ZEBRA CROSSING TEMPLETON STREET,LYTTLETON CRESCENT","TEMPLETON STREET,LYTTLETON CRESCENT",LYTTLETON CRESCENT,,,,TSSI,31,Square Metre,COOK,"TEMPLETON STREET,COOK,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,33e45835-2d9c-4114-965c-df7f4e8d48df,31.007080078125,22.7149094894068
58,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0400,"ZEBRA CROSSING REDFERN STREET,BINDEL STREET,BINDUBI STREET","REDFERN STREET,BINDEL STREET,BINDUBI STREET",REDFERN STREET,,,,TSSI,20,Square Metre,COOK,"REDFERN STREET,COOK,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,683bc968-1bf2-4183-a706-54a77d9b32b1,19.59033203125,17.9183520727423
59,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0402,"ZEBRA CROSSING TEMPLETON STREET,LYTTLETON CRESCENT","TEMPLETON STREET,LYTTLETON CRESCENT",LYTTLETON CRESCENT,,,,TSSI,30,Square Metre,COOK,"TEMPLETON STREET,COOK,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,f1c114d9-4b69-484d-9036-4f9a1a49b2c9,29.7421875,22.3406061772153
60,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0403,"ZEBRA CROSSING REDFERN STREET,BINDEL STREET,BINDUBI STREET","REDFERN STREET,BINDEL STREET,BINDUBI STREET",REDFERN STREET,,,,TSSI,19,Square Metre,MACQUARIE,"REDFERN STREET,MACQUARIE,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,2e42370b-cfa4-4f3f-9018-a9d38c83f7eb,19.2783203125,17.7907723215255
61,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0404,ZEBRA CROSSING CHARNWOOD PLACE,CHARNWOOD PLACE,CHARNWOOD PLACE,ST THOMAS AQUINAS PRIMARY SCHOOL,,,TSSI,17,Square Metre,CHARNWOOD,"CHARNWOOD PLACE,CHARNWOOD,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,9eacfde3-9229-42ad-8888-b4476fe3636b,16.63427734375,16.3610362112234
62,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0405,ZEBRA CROSSING CHARNWOOD PLACE,CHARNWOOD PLACE,CHARNWOOD PLACE,ST THOMAS AQUINAS PRIMARY SCHOOL,,,TSSI,16,Square Metre,CHARNWOOD,"CHARNWOOD PLACE,CHARNWOOD,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,1a82ef0f-349a-4f24-884b-c6c7c675dbd9,16.091552734375,16.1550430604763
63,PEDESTRIAN CROSSING,WOMBAT CROSSING (RAISED PLATFORM),PDCR0407,"WOMBAT CROSSING (RAISED PLATFORM) HARDWICK CRESCENT,LUKE STREET","HARDWICK CRESCENT,LUKE STREET",HARDWICK CRESCENT,,,,TSSI,31,Square Metre,HOLT,"HARDWICK CRESCENT,HOLT,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,8c68745a-ee97-4eb4-8533-eccebb95f97f,31.322265625,24.7888907992489
64,PEDESTRIAN CROSSING,ZEBRA CROSSING,PDCR0408,HARDWICK CRESCENT ZEBRA CROSSING,HARDWICK CRESCENT,HARDWICK CRESCENT,,,,TSSI,34,Square Metre,HOLT,"HARDWICK CRESCENT,HOLT,ACT,AUSTRALIA",ROADS ACT,RM - LINEMARKING,f691a682-4686-454b-af16-a10ac9f4f092,33.5234375,26.1468073058
